l,cl
179,5.849770233365725e-10
180,5.940491038018662e-10
181,5.875402556144795e-10
182,5.827370578461787e-10
183,5.801155730013943e-10
184,5.873065981625105e-10
185,5.769405217480103e-10
186,5.569300609657292e-10
187,5.641920343875022e-10
188,5.557895893914147e-10
189,5.651755336875678e-10
190,5.545643615580141e-10
191,5.484754048617474e-10
192,5.518071801688665e-10
193,5.433129501910174e-10
194,5.415028714559882e-10
195,5.411969348227895e-10
196,5.233788104975553e-10
197,5.365129421566391e-10
198,5.415549699211674e-10
199,5.249651852244246e-10
200,5.216205155638262e-10
201,5.25991879391539e-10
202,5.101562219676138e-10
203,5.131031364339028e-10
204,5.079688557874541e-10
205,5.098807439238505e-10
206,5.048435695953647e-10
207,5.001527915304428e-10
208,4.971835299981263e-10
209,5.002010832660217e-10
210,4.963628873839905e-10
211,4.945570186718766e-10
212,4.830543459725416e-10
213,4.956927215326321e-10
214,4.760320464728937e-10
215,4.807231751720592e-10
216,4.753786888944897e-10
217,4.712410081609253e-10
218,4.717111632833508e-10
219,4.6373822364269024e-10
220,4.6201083288462206e-10
221,4.5900437956978516e-10
222,4.61110273270038e-10
223,4.675701451191357e-10
224,4.579109129523086e-10
225,4.570574003572989e-10
226,4.5216058313382216e-10
227,4.48793747846131e-10
228,4.468527106946598e-10
229,4.4462112772821067e-10
230,4.4407117928340416e-10
231,4.4438630012949e-10
232,4.4310815841815486e-10
233,4.3560801634734043e-10
234,4.381148714134957e-10
235,4.300703867365511e-10
236,4.331013244312464e-10
237,4.345020711285931e-10
238,4.2480025268947116e-10
239,4.311720832601649e-10
240,4.239131332593236e-10
241,4.1483685505571655e-10
242,4.18609140993865e-10
243,4.128265893883581e-10
244,4.1528997044954045e-10
245,4.078984387879496e-10
246,4.124403750111092e-10
247,4.160412166425476e-10
248,4.0672165744672565e-10
249,3.97300514468605e-10
250,4.016603989811922e-10
251,3.977285626657466e-10
252,4.003241102700128e-10
253,4.027513617966896e-10
254,3.934370906368009e-10
255,3.8978435207363345e-10
256,3.889039288303176e-10
257,3.7915317380265493e-10
258,3.9033200093386065e-10
259,3.8884339666674655e-10
260,3.882905655135946e-10
261,3.8332026897042684e-10
262,3.780122384843648e-10
263,3.8429977757296617e-10
264,3.8369431371357237e-10
265,3.7379514643558666e-10
266,3.73320952084648e-10
267,3.7556698059000355e-10
268,3.720096383261607e-10
269,3.6891776693201895e-10
270,3.672765141232633e-10
271,3.6677984111017157e-10
272,3.611783806999851e-10
273,3.5765143224908533e-10
274,3.643544242848803e-10
275,3.626526054063596e-10
276,3.580801989969814e-10
277,3.5666200211564687e-10
278,3.611959380012768e-10
279,3.573622302120853e-10
280,3.570925527398823e-10
281,3.536327694509684e-10
282,3.504371931392594e-10
283,3.491734081632207e-10
284,3.5167567436328303e-10
285,3.4860292670395465e-10
286,3.4952927749130134e-10
287,3.427278035199581e-10
288,3.432874023439352e-10
289,3.406152663911365e-10
290,3.4441727121678e-10
291,3.370142988129579e-10
292,3.371429461713226e-10
293,3.3913343247630736e-10
294,3.311588402099644e-10
295,3.3444928414546834e-10
296,3.354206689675727e-10
297,3.3056706985992307e-10
298,3.257462889002342e-10
299,3.3010698440436127e-10
300,3.244246445539943e-10
301,3.249826002367642e-10
302,3.247470864870175e-10
303,3.214411807641253e-10
304,3.2677076135719837e-10
305,3.1446167558152455e-10
306,3.1695311417144606e-10
307,3.181855102084322e-10
308,3.2111120578315597e-10
309,3.163009059711944e-10
310,3.1464840866085243e-10
311,3.0980377245016186e-10
312,3.1087574869561393e-10
313,3.1377118930484095e-10
314,3.120064118073281e-10
315,3.096060562177091e-10
316,3.0539482066412773e-10
317,3.0739387884910957e-10
318,3.010200491760861e-10
319,3.058254646217114e-10
320,3.0445764095633704e-10
321,3.089581994159124e-10
322,3.0068003781369445e-10
323,3.0368519201927024e-10
324,3.015649508665633e-10
325,2.9979844746963865e-10
326,3.02079026513586e-10
327,2.9502377823548455e-10
328,2.995810506635804e-10
329,2.913369208095984e-10
330,2.910578340626922e-10
331,2.926880580140171e-10
332,2.9258723715929136e-10
333,2.941183645672467e-10
334,2.9477639092920237e-10
335,2.900290882995233e-10
336,2.8296272501503226e-10
337,2.898739671680119e-10
338,2.9040692258237434e-10
339,2.837846308807633e-10
340,2.880779185011048e-10
341,2.8230102264400186e-10
342,2.8150626030174383e-10
343,2.8560965024170166e-10
344,2.804857386749446e-10
345,2.7938989774581e-10
346,2.7533840072351494e-10
347,2.82123903859123e-10
348,2.7690087040266066e-10
349,2.805412648657051e-10
350,2.727437673704624e-10
351,2.7719920713931805e-10
352,2.784315364372422e-10
353,2.718095437287498e-10
354,2.7660654939957774e-10
355,2.689501055674097e-10
356,2.6808316145305915e-10
357,2.7214843496640886e-10
358,2.696544408026437e-10
359,2.660176773146928e-10
360,2.6536310797067946e-10
361,2.677317355010405e-10
362,2.6133855648916165e-10
363,2.61645641122317e-10
364,2.6042730298751707e-10
365,2.5750195655868503e-10
366,2.6380501302272356e-10
367,2.6056246797072466e-10
368,2.605095511072989e-10
369,2.598013522983907e-10
370,2.575313142759035e-10
371,2.597377985507013e-10
372,2.558050302427329e-10
373,2.5423164182149123e-10
374,2.572209852766286e-10
375,2.550276521197827e-10
376,2.552870067130023e-10
377,2.552805706727679e-10
378,2.551463341720822e-10
379,2.536727742117802e-10
380,2.5381244107310445e-10
381,2.5175374770429886e-10
382,2.5059834587974744e-10
383,2.4599828586874214e-10
384,2.4874828171361996e-10
385,2.440488142273168e-10
386,2.505350398834083e-10
387,2.407711749049051e-10
388,2.4687724203288165e-10
389,2.455545528258855e-10
390,2.4201551108305354e-10
391,2.4183287153495816e-10
392,2.442533146890117e-10
393,2.4550077298475054e-10
394,2.436564985692532e-10
395,2.429755315360315e-10
396,2.3771448346440586e-10
397,2.35355969269197e-10
398,2.364062280393162e-10
399,2.3628808632636857e-10
400,2.358995351572614e-10
401,2.3727326850973335e-10
402,2.3568230360635063e-10
403,2.3587447995265713e-10
404,2.3479388013418637e-10
405,2.3060926942121081e-10
406,2.3274776022371495e-10
407,2.3073704608153735e-10
408,2.339176120174488e-10
409,2.2792514225050625e-10
410,2.342389519316207e-10
411,2.2529853192801476e-10
412,2.3128741711084087e-10
413,2.286205973010595e-10
414,2.294687095542157e-10
415,2.3033751704449587e-10
416,2.272659848291741e-10
417,2.3346385620341746e-10
418,2.2409493459213147e-10
419,2.245410436072397e-10
420,2.27036183044226e-10
421,2.2507690241413986e-10
422,2.2410595480801336e-10
423,2.2548457783801113e-10
424,2.202464532445654e-10
425,2.2202573352121834e-10
426,2.2018202838625363e-10
427,2.2016347463839654e-10
428,2.2517279937929233e-10
429,2.1842816260210715e-10
430,2.1659944149694397e-10
431,2.150724860534152e-10
432,2.1553252353315554e-10
433,2.153004115503242e-10
434,2.1592016807659923e-10
435,2.1483394258067325e-10
436,2.168633642579121e-10
437,2.1408847560655447e-10
438,2.1044943562984016e-10
439,2.1145906998587897e-10
440,2.130368886317931e-10
441,2.113421451999108e-10
442,2.1312212500244893e-10
443,2.11057434120616e-10
444,2.0858434255555707e-10
445,2.0846750999016467e-10
446,2.081456882113199e-10
447,2.0689432446748157e-10
448,2.0853152071801418e-10
449,2.0943855308533564e-10
450,2.102349179840285e-10
451,2.1156469245363935e-10
452,2.0931087434011532e-10
453,2.0614069565763957e-10
454,2.0537277753109196e-10
455,2.0208989102621637e-10
456,2.0553692228940425e-10
457,2.0374793305271483e-10
458,2.0521335146256747e-10
459,2.0257862218994128e-10
460,2.0172402848030165e-10
461,2.0165776205155524e-10
462,2.0317341639317799e-10
463,1.9917916807586558e-10
464,2.002320901188885e-10
465,1.9780936864965926e-10
466,2.005875714919639e-10
467,1.952726912777868e-10
468,2.014811145020168e-10
469,2.0145986667532864e-10
470,1.9789566903391085e-10
471,2.0158732515135797e-10
472,1.940291528648233e-10
473,1.9294671608928547e-10
474,1.9961062548093055e-10
475,1.9423429058235699e-10
476,1.9442247203859172e-10
477,1.9604878198646504e-10
478,1.9304231103684403e-10
479,1.9014260355721325e-10
480,1.941367283777548e-10
481,1.9204520374626224e-10
482,1.9343455012267872e-10
483,1.8742847991445111e-10
484,1.9193811132422578e-10
485,1.870444136670369e-10
486,1.876836849753346e-10
487,1.8798922635958807e-10
488,1.887871279435055e-10
489,1.903116314931277e-10
490,1.9066557101623188e-10
491,1.8233320281955657e-10
492,1.889149714107382e-10
493,1.8774288632681884e-10
494,1.877752598711565e-10
495,1.879155690597626e-10
496,1.8414808691394178e-10
497,1.8679604206696556e-10
498,1.8590552715677597e-10
499,1.8137232126792192e-10
500,1.840512685055117e-10
501,1.8435328972109043e-10
502,1.842812654205339e-10
503,1.8390700870711733e-10
504,1.8129413734013062e-10
505,1.81847339864854e-10
506,1.8119494059475923e-10
507,1.8357186279923413e-10
508,1.787916296500171e-10
509,1.8106722339335673e-10
510,1.7655347958026896e-10
511,1.8152382206959575e-10
512,1.7801322765902311e-10
513,1.8070185899057474e-10
514,1.7589553728398497e-10
515,1.7852413268083044e-10
516,1.7705504492005215e-10
517,1.7559730045345872e-10
518,1.7562381806849198e-10
519,1.7448044090761875e-10
520,1.748057015716452e-10
521,1.7640499603265902e-10
522,1.7803058487314048e-10
523,1.7485267827510577e-10
524,1.7229359224251024e-10
525,1.7024325219761318e-10
526,1.7388572202100463e-10
527,1.7281259982021785e-10
528,1.7209378681973462e-10
529,1.7361481433726918e-10
530,1.7348071647433409e-10
531,1.7268332107913178e-10
532,1.702933321387076e-10
533,1.7296372530708771e-10
534,1.7043114798679452e-10
535,1.6858362420967134e-10
536,1.6705522941852293e-10
537,1.6861064028079502e-10
538,1.6586655247344372e-10
539,1.649992372582913e-10
540,1.6813044504597546e-10
541,1.6931267489635404e-10
542,1.669425667168515e-10
543,1.7075542809294975e-10
544,1.6905645102351202e-10
545,1.635096032106741e-10
546,1.6755793334628187e-10
547,1.6544490883005293e-10
548,1.6563939217804077e-10
549,1.655058470368972e-10
550,1.6351895540820652e-10
551,1.6154179312086126e-10
552,1.6781747505844477e-10
553,1.61946874055836e-10
554,1.6458790344090423e-10
555,1.602548100080958e-10
556,1.6069645392609584e-10
557,1.633843294654973e-10
558,1.6165056550956796e-10
559,1.6260412069283913e-10
560,1.6154303483274263e-10
561,1.6050287262647229e-10
562,1.620474295801834e-10
563,1.6134021837645496e-10
564,1.597494027024197e-10
565,1.5964966020454767e-10
566,1.596366601687762e-10
567,1.5920067843417585e-10
568,1.5526567625868904e-10
569,1.6121185543996728e-10
570,1.5730263098820065e-10
571,1.560856357842544e-10
572,1.5599258597737067e-10
573,1.5929024147572372e-10
574,1.5691699783079777e-10
575,1.5795508231518123e-10
576,1.5672805406210336e-10
577,1.5411919755518696e-10
578,1.5539339323736153e-10
579,1.5438828825274712e-10
580,1.5597870782961673e-10
581,1.5520310987531888e-10
582,1.5407791058728458e-10
583,1.5600309204134384e-10
584,1.5404559051530713e-10
585,1.54715263670531e-10
586,1.55312319292016e-10
587,1.5176234138164123e-10
588,1.50199540556381e-10
589,1.5270170930936012e-10
590,1.5227570037748254e-10
591,1.5132536750199818e-10
592,1.5024878322455632e-10
593,1.5323591716572643e-10
594,1.539638848100808e-10
595,1.4949384075353542e-10
596,1.490661572419908e-10
597,1.4948527057243296e-10
598,1.493734620778906e-10
599,1.4722740343142207e-10
600,1.5164132637518528e-10
601,1.495254822145613e-10
602,1.4854211640835998e-10
603,1.487847541557217e-10
604,1.4855281223297404e-10
605,1.4928036740669318e-10
606,1.459168953601574e-10
607,1.4575315118544583e-10
608,1.4430423626696698e-10
609,1.460201861113714e-10
610,1.4478366973421413e-10
611,1.466332018439208e-10
612,1.456145834375436e-10
613,1.459464232255735e-10
614,1.4273570535282912e-10
615,1.443753331712418e-10
616,1.4323678309933863e-10
617,1.4569041474678973e-10
618,1.4429919165186587e-10
619,1.439194417482433e-10
620,1.4253219233211306e-10
621,1.4008953538498097e-10
622,1.419049126575314e-10
623,1.3972723910459157e-10
624,1.40712937459656e-10
625,1.4009649786985365e-10
626,1.4172826300678223e-10
627,1.4127962868271033e-10
628,1.4332331728522844e-10
629,1.411020736402876e-10
630,1.3826874672993299e-10
631,1.3888810032231802e-10
632,1.386638254068301e-10
633,1.4151692938507237e-10
634,1.3976347575939532e-10
635,1.4002694728302593e-10
636,1.378754502424763e-10
637,1.408723489685883e-10
638,1.3630267368391732e-10
639,1.378142672358545e-10
640,1.4002773264746688e-10
641,1.390611919302795e-10
642,1.3605126511085348e-10
643,1.3579579941371433e-10
644,1.3469410466954224e-10
645,1.338631970531343e-10
646,1.3532110798132505e-10
647,1.3518499455866242e-10
648,1.355386861365154e-10
649,1.3632858425235207e-10
650,1.347393441087395e-10
651,1.3512145284247144e-10
652,1.3606525857374376e-10
653,1.346559623927334e-10
654,1.3103945088802944e-10
655,1.3396535017056104e-10
656,1.3376268417083972e-10
657,1.3384570320375425e-10
658,1.3269288265985553e-10
659,1.3107545098400506e-10
660,1.329451083561415e-10
661,1.3100911293367947e-10
662,1.3113606756303916e-10
663,1.293945492417866e-10
664,1.3065118836420043e-10
665,1.3315456308259494e-10
666,1.3182195074763189e-10
667,1.3130601455421266e-10
668,1.3046036140600124e-10
669,1.307339673269176e-10
670,1.3040207717738225e-10
671,1.2812985332141621e-10
672,1.310028460127623e-10
673,1.3012323956235055e-10
674,1.2805857634842662e-10
675,1.2999877676167004e-10
676,1.2966208919246374e-10
677,1.293028246310834e-10
678,1.2667067727312724e-10
679,1.2813256705851206e-10
680,1.268510975888461e-10
681,1.276592988569813e-10
682,1.2707553130640145e-10
683,1.2654792379483828e-10
684,1.2795294142626333e-10
685,1.2461728496930755e-10
686,1.2477472850471859e-10
687,1.2621980430111837e-10
688,1.230910847504515e-10
689,1.2607904315777324e-10
690,1.2458213672898087e-10
691,1.233885540436328e-10
692,1.2454117386594267e-10
693,1.2536651087066047e-10
694,1.2668317677174366e-10
695,1.2172174666505244e-10
696,1.2367338723359707e-10
697,1.2605905130826693e-10
698,1.2160657297605867e-10
699,1.2481109265032192e-10
700,1.2186714566879487e-10
701,1.2160641850266998e-10
702,1.243650810843411e-10
703,1.2237366882100306e-10
704,1.227660833444384e-10
705,1.217391571962401e-10
706,1.210281562967313e-10
707,1.228067424186252e-10
708,1.2077094434266762e-10
709,1.199801547525248e-10
710,1.2259204537981277e-10
711,1.2173655462886246e-10
712,1.2195752886618342e-10
713,1.187246856572308e-10
714,1.19704975208832e-10
715,1.206516114058619e-10
716,1.1872497623417929e-10
717,1.1937467917178767e-10
718,1.1931721132103932e-10
719,1.2099153760253008e-10
720,1.1785236626170898e-10
721,1.181614446003409e-10
722,1.1983563007918002e-10
723,1.1854125994678058e-10
724,1.18022575079505e-10
725,1.185862655498465e-10
726,1.1626680907714687e-10
727,1.1670155913433733e-10
728,1.1840174706106822e-10
729,1.1602531156291817e-10
730,1.1735408542129134e-10
731,1.195639643213377e-10
732,1.1811291151815912e-10
733,1.1902495614120142e-10
734,1.151901819765147e-10
735,1.1601470112424227e-10
736,1.1500157702497265e-10
737,1.1610502011399118e-10
738,1.1510175496235266e-10
739,1.1501384118089801e-10
740,1.1587080910486645e-10
741,1.1287157767029271e-10
742,1.1454624010894076e-10
743,1.1581535978079003e-10
744,1.1540378238572609e-10
745,1.1370025128280954e-10
746,1.1305071425480802e-10
747,1.1225674261016743e-10
748,1.1355883391137518e-10
749,1.1430081362539426e-10
750,1.1327426957750226e-10
751,1.1296717113672581e-10
752,1.1210007111433795e-10
753,1.1295359255685946e-10
754,1.1258048490696706e-10
755,1.1098981406706361e-10
756,1.1157330725625634e-10
757,1.114729013813789e-10
758,1.1178865988057781e-10
759,1.1028153176677423e-10
760,1.0910634487598487e-10
761,1.1218406904463641e-10
762,1.1110962390190175e-10
763,1.1175214713517967e-10
764,1.1069405217351284e-10
765,1.0858433713655779e-10
766,1.0809378275272871e-10
767,1.0998580743200193e-10
768,1.1294294529033157e-10
769,1.0873683471452196e-10
770,1.1036636972869811e-10
771,1.0694545514190936e-10
772,1.0895428122967257e-10
773,1.0916611129908206e-10
774,1.0781860593030977e-10
775,1.0977930552954141e-10
776,1.0745207384734256e-10
777,1.1049185452946039e-10
778,1.0779642730854705e-10
779,1.076957128199202e-10
780,1.0797957771657748e-10
781,1.09370997089944e-10
782,1.0895290556336765e-10
783,1.0735572906503518e-10
784,1.0702151354378593e-10
785,1.0868563918303235e-10
786,1.0675495982239862e-10
787,1.0631609650159003e-10
788,1.0577879416080838e-10
789,1.0731549505372374e-10
790,1.0622040580525316e-10
791,1.05433037508134e-10
792,1.0482786105938708e-10
793,1.0508317848666763e-10
794,1.0535992325678466e-10
795,1.0587807099384904e-10
796,1.0569404768343936e-10
797,1.0513603463621495e-10
798,1.034645833735187e-10
799,1.0411295802115038e-10
800,1.0302924998454437e-10
801,1.0474285632689446e-10
802,1.0233407693600456e-10
803,1.0251327351812708e-10
804,1.0417680634159398e-10
805,1.0246398986680614e-10
806,1.0222803170803437e-10
807,1.037615458281049e-10
808,1.0353868171995837e-10
809,1.0218234807040993e-10
810,1.0339008950576105e-10
811,1.0120843283487262e-10
812,1.0181673211278282e-10
813,1.0342858149250714e-10
814,1.0216452711564666e-10
815,1.0314873024775091e-10
816,1.002234892677278e-10
817,1.0007320716472897e-10
818,9.91011638033349e-11
819,1.0098249058380924e-10
820,9.953012055563999e-11
821,9.892225162328338e-11
822,9.821028124224583e-11
823,1.0045959134316195e-10
824,9.929856053989525e-11
825,9.867503593800394e-11
826,1.0059332293904965e-10
827,9.774017686668822e-11
828,1.0064723859112625e-10
829,9.95797217733871e-11
830,9.866576533546359e-11
831,9.835309875601182e-11
832,9.79553100387718e-11
833,9.84973908831284e-11
834,9.912947757298499e-11
835,9.89895117479366e-11
836,9.761072969073353e-11
837,9.791299471088138e-11
838,9.892374309436817e-11
839,9.917540577256432e-11
840,9.60573951217614e-11
841,9.747981589429953e-11
842,9.684162927538562e-11
843,9.870743753444751e-11
844,9.590004878051762e-11
845,9.767875935503836e-11
846,9.747782880779483e-11
847,9.604488012350834e-11
848,9.485070359814711e-11
849,9.638693493790153e-11
850,9.669354904816848e-11
851,9.64850482501023e-11
852,9.688654126184043e-11
853,9.59058747625367e-11
854,9.586818794332338e-11
855,9.561684785480276e-11
856,9.560397952928332e-11
857,9.385327265291097e-11
858,9.356189138652237e-11
859,9.572882452190587e-11
860,9.5058542734264e-11
861,9.571617152386906e-11
862,9.529875231526e-11
863,9.410822422326452e-11
864,9.438413910026677e-11
865,9.472735716790135e-11
866,9.519588827528647e-11
867,9.409118646962922e-11
868,9.447118281234626e-11
869,9.233048337026389e-11
870,9.421979143820807e-11
871,9.231177812014295e-11
872,9.425111998743422e-11
873,9.162053614716767e-11
874,9.144990789594694e-11
875,9.244813362332115e-11
876,9.464226967510354e-11
877,9.224744845683177e-11
878,9.178866184564071e-11
879,9.33542589635271e-11
880,9.15265976416435e-11
881,9.030000458856282e-11
882,9.306684185709974e-11
883,9.096649651163673e-11
884,9.176541319091916e-11
885,9.1383608647111e-11
886,9.081385166583252e-11
887,9.085831119185865e-11
888,9.042865696681102e-11
889,9.000220088389093e-11
890,9.198661781246161e-11
891,8.988435976625034e-11
892,8.86314825383296e-11
893,9.199590264620966e-11
894,8.975802686372688e-11
895,9.039913419904866e-11
896,9.194914252665289e-11
897,8.976379640439832e-11
898,8.909602512969647e-11
899,8.978664474820825e-11
900,8.826085931105815e-11
901,8.794675128906033e-11
902,8.931379943872274e-11
903,8.7271093589196e-11
904,8.896638334049257e-11
905,8.893326659250018e-11
906,8.79408752990966e-11
907,8.877032716016968e-11
908,8.68745838479579e-11
909,8.739452016635537e-11
910,8.765963723713473e-11
911,8.966018495178353e-11
912,8.674711857921694e-11
913,8.779545573939665e-11
914,8.795484541538171e-11
915,8.59134708550734e-11
916,8.873296164785363e-11
917,8.754802642194216e-11
918,8.537874787128441e-11
919,8.599388268484753e-11
920,8.785731443077538e-11
921,8.647948609739872e-11
922,8.636125665199387e-11
923,8.545305929775451e-11
924,8.721082483785751e-11
925,8.668581588703852e-11
926,8.576181062637079e-11
927,8.761046728369537e-11
928,8.472995398103718e-11
929,8.54860659298548e-11
930,8.580693775229155e-11
931,8.469901655177417e-11
932,8.510555757448221e-11
933,8.412711066699219e-11
934,8.41892552181988e-11
935,8.548716291638674e-11
936,8.46560474837373e-11
937,8.353300088632658e-11
938,8.592881998724937e-11
939,8.314541962122428e-11
940,8.425417130620272e-11
941,8.318888340003081e-11
942,8.476613671027814e-11
943,8.332821466148729e-11
944,8.313484877097253e-11
945,8.455529453818019e-11
946,8.248645445823986e-11
947,8.378532022782287e-11
948,8.24770460743694e-11
949,8.296918925663037e-11
950,8.317139902977644e-11
951,8.118941437281977e-11
952,8.119172954903806e-11
953,8.30243434387596e-11
954,8.130275149370399e-11
955,8.181149134102377e-11
956,8.157911509459723e-11
957,8.28034401231659e-11
958,8.126008897413275e-11
959,8.165896915624925e-11
960,8.04554387000142e-11
961,8.24154706547462e-11
962,8.166298506665565e-11
963,8.163416063830173e-11
964,8.244118767824868e-11
965,8.152166167936515e-11
966,8.233799532741138e-11
967,7.958762564990194e-11
968,8.091282797005174e-11
969,8.076238153433969e-11
970,8.17297591679235e-11
971,8.092414976312399e-11
972,8.089405342461793e-11
973,8.040266905462376e-11
974,8.182347192530296e-11
975,7.970523317572413e-11
976,7.96639542812979e-11
977,7.984626795021451e-11
978,7.940011820143764e-11
979,7.890557997292882e-11
980,7.863631225458207e-11
981,7.953721301729921e-11
982,8.008746458570899e-11
983,7.90917004944514e-11
984,7.995906205828094e-11
985,7.912525107244592e-11
986,7.830380592280342e-11
987,7.923196237219188e-11
988,7.862905032995133e-11
989,7.823072602246121e-11
990,7.784303966778612e-11
991,7.85019442262463e-11
992,7.939408966083553e-11
993,7.714008394063099e-11
994,7.80499818018988e-11
995,7.760526259330519e-11
996,7.97493170157745e-11
997,7.861502381012196e-11
998,7.80360308186027e-11
999,7.672186494849093e-11
1000,7.731107342058181e-11
1001,7.622943618159189e-11
1002,7.78410722486785e-11
1003,7.840673963521302e-11
1004,7.743722159998579e-11
1005,7.564973412029505e-11
1006,7.641656262799247e-11
1007,7.657475279574755e-11
1008,7.64383113701281e-11
1009,7.692557264826124e-11
1010,7.570132858636983e-11
1011,7.481665762726832e-11
1012,7.569158867493965e-11
1013,7.629033481803171e-11
1014,7.55613948634187e-11
1015,7.576320637238516e-11
1016,7.581079685394646e-11
1017,7.516867567008166e-11
1018,7.628008682407698e-11
1019,7.425605737044953e-11
1020,7.408176327813415e-11
1021,7.573885391278193e-11
1022,7.442739085064074e-11
1023,7.449735495411628e-11
1024,7.442304726251869e-11
1025,7.540539302906446e-11
1026,7.498467818724766e-11
1027,7.363565655051076e-11
1028,7.422201024069781e-11
1029,7.549825377333006e-11
1030,7.520898021207994e-11
1031,7.404450642373057e-11
1032,7.212088796517099e-11
1033,7.358973039851422e-11
1034,7.521332977761433e-11
1035,7.355267864753871e-11
1036,7.437203688127571e-11
1037,7.370752330693888e-11
1038,7.326214861668737e-11
