l,cl
77,1.6772423690744355e-13
78,1.6757261189264365e-13
79,1.6222579884808449e-13
80,1.5995433922106636e-13
81,1.5857815791983296e-13
82,1.5871481234077449e-13
83,1.5779907733349293e-13
84,1.5627939083526692e-13
85,1.5478710131332922e-13
86,1.5291633859596764e-13
87,1.5126722236483383e-13
88,1.5282463530346359e-13
89,1.5138784443722883e-13
90,1.502358687715376e-13
91,1.479099476139347e-13
92,1.4778509900398325e-13
93,1.457262074052516e-13
94,1.4377034869701982e-13
95,1.453546036651315e-13
96,1.410615116014335e-13
97,1.384600563995901e-13
98,1.371974597965499e-13
99,1.3623266523815803e-13
100,1.344881314758076e-13
101,1.3472703723358522e-13
102,1.312994921087707e-13
103,1.312231216657549e-13
104,1.2953990659869224e-13
105,1.2889210296032186e-13
106,1.2426068828934393e-13
107,1.2480958840182333e-13
108,1.2090116232624563e-13
109,1.2056374609431186e-13
110,1.213646323130074e-13
111,1.179203709734446e-13
112,1.1731226679645496e-13
113,1.163721939309108e-13
114,1.1269212912431141e-13
115,1.1215326295064945e-13
116,1.1060028361927551e-13
117,1.0857645606035687e-13
118,1.0576310716568736e-13
119,1.0595674176951863e-13
120,1.041936562331605e-13
121,1.0225638174638198e-13
122,9.983965096126935e-14
123,9.886883154132717e-14
124,9.587477737742683e-14
125,9.525902978980077e-14
126,9.480800668802404e-14
127,9.337247167490787e-14
128,9.273981597083302e-14
129,9.154308021531251e-14
130,8.787592726999838e-14
131,8.75948884514802e-14
132,8.770531698537249e-14
133,8.568175325077725e-14
134,8.414654357048893e-14
135,8.424631609177432e-14
136,8.205651427506031e-14
137,8.237499863347836e-14
138,7.941591096409115e-14
139,7.99443245977207e-14
140,7.86955151273166e-14
141,7.785190129855243e-14
142,7.791503797263103e-14
143,7.473127586292572e-14
144,7.658014272678446e-14
145,7.510448196971378e-14
146,7.468270250669112e-14
147,7.33804663519792e-14
148,7.231373089575617e-14
149,7.145452955229436e-14
150,7.198498997577397e-14
151,7.10127190506511e-14
152,7.066828798728076e-14
153,6.914421235920395e-14
154,6.920818670526511e-14
155,6.877254772281743e-14
156,6.852214693404056e-14
157,6.863548476074161e-14
158,6.80893657545574e-14
159,6.853973301137936e-14
160,6.652193856225007e-14
161,6.606140840890769e-14
162,6.506230547046849e-14
163,6.580099288060967e-14
164,6.391977838924246e-14
165,6.460129257099551e-14
166,6.445756267950598e-14
167,6.39120067556396e-14
168,6.31323494381101e-14
169,6.338367093381899e-14
170,6.302761629707392e-14
171,6.176535083226237e-14
172,6.111502045729512e-14
173,6.236104244690284e-14
174,6.197316436834108e-14
175,6.133158641083336e-14
176,6.152955977042855e-14
177,6.088230750455769e-14
178,6.070603558230982e-14
179,5.928463118043528e-14
180,5.952828319038024e-14
181,5.913251074592382e-14
182,5.901733799751881e-14
183,5.697053502118447e-14
184,5.708082564558193e-14
185,5.750260695479407e-14
186,5.660441587681916e-14
187,5.700515367261099e-14
188,5.477910741099896e-14
189,5.534240898875642e-14
190,5.6221928553112063e-14
191,5.481913093338364e-14
192,5.3634407887245034e-14
193,5.3934564455260396e-14
194,5.317938285160851e-14
195,5.278983152158114e-14
196,5.1755694397884853e-14
197,5.164368975828425e-14
198,5.1255582394326254e-14
199,5.042995389904684e-14
200,5.020963414124637e-14
201,5.1046863428962994e-14
202,4.969604409969976e-14
203,4.9613873699472987e-14
204,4.878120438571287e-14
205,4.8118436457777395e-14
206,4.7232148146135564e-14
207,4.687690852295909e-14
208,4.702930693829041e-14
209,4.6497821968778316e-14
210,4.556109705173855e-14
211,4.580439545654007e-14
212,4.6386380921833224e-14
213,4.4522296807224596e-14
214,4.5471168446153537e-14
215,4.3612838340513044e-14
216,4.34725912230517e-14
217,4.3343240839998774e-14
218,4.439941232545993e-14
219,4.1992867131908184e-14
220,4.299217636889363e-14
221,4.2329782570412764e-14
222,4.1959677212543715e-14
223,4.068171355868804e-14
224,4.172314636938392e-14
225,4.0191124235517613e-14
226,4.040552030708978e-14
227,4.059448153553051e-14
228,3.984806661605721e-14
229,3.959727156097702e-14
230,3.9362758021737685e-14
231,3.890841517701614e-14
232,3.865718935622457e-14
233,3.7962408798505296e-14
234,3.838029271461188e-14
235,3.729972236655561e-14
236,3.7878732972468236e-14
237,3.81356781782913e-14
238,3.713592058217505e-14
239,3.687526041954423e-14
240,3.647740298637369e-14
241,3.670580719404609e-14
242,3.615023963001287e-14
243,3.6231833896804945e-14
244,3.6307243445424905e-14
245,3.603191133612641e-14
246,3.582679001053735e-14
247,3.5216512191622755e-14
248,3.514178034532311e-14
249,3.456259626355628e-14
250,3.5161699420826e-14
251,3.4450926421547475e-14
252,3.4627650819126097e-14
253,3.4947887644199625e-14
254,3.449397250427878e-14
255,3.4313467390260056e-14
256,3.404131471558971e-14
257,3.34055800189065e-14
258,3.33525480342039e-14
259,3.354898656061271e-14
260,3.338146576164799e-14
261,3.3059431732919763e-14
262,3.2812153720813964e-14
263,3.251119210154198e-14
264,3.254801188801338e-14
265,3.294502919579632e-14
266,3.180970780610946e-14
267,3.250847034611202e-14
268,3.211808823903926e-14
269,3.201672360467642e-14
270,3.118359876753034e-14
271,3.2341669799229605e-14
272,3.1482670569410064e-14
273,3.132947902004665e-14
274,3.156336262912167e-14
275,3.077870835084638e-14
276,3.114248496605482e-14
277,3.0410472873240336e-14
278,3.020911926380379e-14
279,3.0317953587554223e-14
280,2.979535110891622e-14
281,2.9963263053857054e-14
282,2.93692686811724e-14
283,2.960539289996684e-14
284,2.9287997403287526e-14
285,2.8946714775913764e-14
286,2.888804937042774e-14
287,2.8852211791426594e-14
288,2.903105528255834e-14
289,2.905619600024037e-14
290,2.878610880376367e-14
291,2.855870048445065e-14
292,2.8466524331134695e-14
293,2.7699277092757082e-14
294,2.7596316197466123e-14
295,2.7337262742080104e-14
296,2.7725293419477153e-14
297,2.717865206435355e-14
298,2.685499480555657e-14
299,2.7132338568630948e-14
300,2.675638177569162e-14
301,2.6970054885756542e-14
302,2.6568386847460886e-14
303,2.698068287208869e-14
304,2.6402745424051404e-14
305,2.6116182490545227e-14
306,2.606043550104354e-14
307,2.583900468340363e-14
308,2.5588507256640745e-14
309,2.5636455030954624e-14
310,2.5597619322059655e-14
311,2.544502008874522e-14
312,2.476739838039583e-14
313,2.5032103066530896e-14
314,2.4733427518643157e-14
315,2.4479832038273782e-14
316,2.4392684771025007e-14
317,2.4253375159182285e-14
318,2.4310931232463143e-14
319,2.436985243588768e-14
320,2.443813344076565e-14
321,2.411968283742713e-14
322,2.436246861552097e-14
323,2.3877319496404755e-14
324,2.3821562403540543e-14
325,2.3752997045740708e-14
326,2.37467693362098e-14
327,2.326361243031253e-14
328,2.3325752509326126e-14
329,2.2901553354133582e-14
330,2.2788541102009463e-14
331,2.3241638223618047e-14
332,2.2533439281188547e-14
333,2.256634117834344e-14
334,2.2019891195644034e-14
335,2.2653949937241314e-14
336,2.2482598511986156e-14
337,2.278239223152432e-14
338,2.2341003975349692e-14
339,2.2296155634715722e-14
340,2.2313822989638903e-14
341,2.1909995543470583e-14
342,2.204647497279031e-14
343,2.2155075768445646e-14
344,2.1856889214290196e-14
345,2.145585174283686e-14
346,2.1852976670557714e-14
347,2.1464896436766257e-14
348,2.1350006550880024e-14
349,2.1705568652631007e-14
350,2.1457439665769007e-14
351,2.1273990595965107e-14
352,2.1173262807903117e-14
353,2.090549450220729e-14
354,2.096298493327438e-14
355,2.084782742790509e-14
356,2.0997976367435642e-14
357,2.0639420511865697e-14
358,2.0533968560998146e-14
359,2.036640344731228e-14
360,2.112014758025016e-14
361,2.0057974743342713e-14
362,2.061421350529202e-14
363,2.0014091733892525e-14
364,2.0282881827062194e-14
365,1.9759444018147614e-14
366,1.9792293727379482e-14
367,1.998080590098249e-14
368,1.983257765092133e-14
369,1.9712680055084048e-14
370,1.9762115524704606e-14
371,1.980012485967461e-14
372,1.9878586435540584e-14
373,1.9558982082837458e-14
374,1.9423456753194273e-14
375,1.9389391727741684e-14
376,1.96378788231292e-14
377,1.924661066558062e-14
378,1.8932274984764895e-14
379,1.902450336412277e-14
380,1.8985979627018244e-14
381,1.8913043772370124e-14
382,1.8822553091940382e-14
383,1.8648585964326085e-14
384,1.8548498837244366e-14
385,1.858369191018776e-14
386,1.8869883195998994e-14
387,1.848020959439525e-14
388,1.8429814722275525e-14
389,1.8488290702469315e-14
390,1.7882797775816926e-14
391,1.8158751878177898e-14
392,1.8007944010494748e-14
393,1.7963028147644707e-14
394,1.8018300654684174e-14
395,1.7830264529859513e-14
396,1.7630285902200908e-14
397,1.7693222402279236e-14
398,1.7499563422523614e-14
399,1.7389420386395276e-14
400,1.7294840757370967e-14
401,1.750018496515033e-14
402,1.7335603271155463e-14
403,1.7233771266379015e-14
404,1.7215204614868334e-14
405,1.7266909477107944e-14
406,1.697242109169872e-14
407,1.699150266518861e-14
408,1.7119124535261963e-14
409,1.6668425785770817e-14
410,1.6903980541746793e-14
411,1.661151879012927e-14
412,1.6803761080699022e-14
413,1.6602358319710568e-14
414,1.6731450948018922e-14
415,1.646123809687839e-14
416,1.6667542046934943e-14
417,1.6121159332202767e-14
418,1.659070990700074e-14
419,1.6008577107667848e-14
420,1.6443550416230954e-14
421,1.617511455408447e-14
422,1.620536233650163e-14
423,1.620246501809941e-14
424,1.6190759654606148e-14
425,1.5727765331527963e-14
426,1.6061115708592507e-14
427,1.5716170777303556e-14
428,1.565954259679927e-14
429,1.5750460920593408e-14
430,1.5718628306960753e-14
431,1.5610687279403102e-14
432,1.5586246957766318e-14
433,1.5687334461678107e-14
434,1.56900988458383e-14
435,1.5663680587472933e-14
436,1.517937742783388e-14
437,1.5303852326814287e-14
438,1.528278322343173e-14
439,1.530298675338299e-14
440,1.521273046066236e-14
441,1.534415847068863e-14
442,1.5181303795622933e-14
443,1.5210937440007978e-14
444,1.523116042423971e-14
445,1.514181840320114e-14
446,1.5191024069711255e-14
447,1.4644482105164867e-14
448,1.4779063508040893e-14
449,1.4908325292970714e-14
450,1.4705539979315653e-14
451,1.4618985027642035e-14
452,1.5034060987822336e-14
453,1.4736557826673697e-14
454,1.457446278423303e-14
455,1.452176476532707e-14
456,1.4414398453965648e-14
457,1.4473223986948294e-14
458,1.4471208491489457e-14
459,1.432572703511328e-14
460,1.4362678235646777e-14
461,1.4286173590016766e-14
462,1.4211386125599335e-14
463,1.4245656891481595e-14
464,1.4033974263302148e-14
465,1.4337231528837494e-14
466,1.386533998745811e-14
467,1.3913086794813223e-14
468,1.3963333536406777e-14
469,1.4169681313403454e-14
470,1.402535513183054e-14
471,1.3830017642581919e-14
472,1.399282618559125e-14
473,1.3878890253261371e-14
474,1.391959097498349e-14
475,1.383626381651552e-14
476,1.3465907850860564e-14
477,1.3657767194154258e-14
478,1.3716351579945267e-14
479,1.3467719618971793e-14
480,1.3391148157986875e-14
481,1.3363442878680101e-14
482,1.3539564466716106e-14
483,1.3391428569411002e-14
484,1.3136201401794694e-14
485,1.3253401804542053e-14
486,1.2964232684603807e-14
487,1.3249040088245145e-14
488,1.3308867397208194e-14
489,1.303441386335692e-14
490,1.3294210392517071e-14
491,1.3227016682288815e-14
492,1.3075337917578815e-14
493,1.2973317034902969e-14
494,1.3148008421477674e-14
495,1.3058500188304124e-14
496,1.2977234998421587e-14
497,1.2908880639359579e-14
498,1.2783937328362847e-14
499,1.2908605612514892e-14
500,1.2653280255387678e-14
501,1.2888454104227262e-14
502,1.269446936791067e-14
503,1.26377227697177e-14
504,1.2496732293731495e-14
505,1.25738837698828e-14
506,1.2661494790772608e-14
507,1.2298608309245595e-14
508,1.2520539077635463e-14
509,1.2354919595183706e-14
510,1.2600954712149338e-14
511,1.2516925772823686e-14
512,1.2422936345863003e-14
513,1.2270873354835135e-14
514,1.2176933727722178e-14
515,1.237152707583557e-14
516,1.2382543312009741e-14
517,1.2146325212407895e-14
518,1.2368555402418838e-14
519,1.2139899836604263e-14
520,1.2184139067552879e-14
521,1.2008114701507199e-14
522,1.1794304705987446e-14
523,1.1959824571698497e-14
524,1.1958575622542907e-14
525,1.2012838241688848e-14
526,1.1954658636335073e-14
527,1.2067900933187167e-14
528,1.1760336206181585e-14
529,1.181614643517425e-14
530,1.1790610462606707e-14
531,1.1743487973214729e-14
532,1.1639937547093076e-14
533,1.1803414429746854e-14
534,1.170485075742732e-14
535,1.1486730324508402e-14
536,1.1730982301183018e-14
537,1.162200261560754e-14
538,1.1520704204098994e-14
539,1.1607872131046467e-14
540,1.1437051305959143e-14
541,1.1680696185489795e-14
542,1.1487143165390391e-14
543,1.1234825544278866e-14
544,1.1533146532836377e-14
545,1.141914095557847e-14
546,1.1480709471300611e-14
547,1.1456875670971774e-14
548,1.1090233252933896e-14
549,1.1213101437833208e-14
550,1.1358286639338891e-14
551,1.1343868388554016e-14
552,1.122072691306958e-14
553,1.1280886275896062e-14
554,1.101327913001077e-14
555,1.1171804711735846e-14
556,1.1226756328325785e-14
557,1.115111597146413e-14
558,1.0856947300150161e-14
559,1.0884965555708585e-14
560,1.1011887526607723e-14
561,1.0882377665512591e-14
562,1.0848037357350547e-14
563,1.0946556152914456e-14
564,1.0668310230177177e-14
565,1.092087504208004e-14
566,1.0967267637514887e-14
567,1.0705000954396647e-14
568,1.0754602340286967e-14
569,1.0680745617841908e-14
570,1.0770179218295636e-14
571,1.070673786779579e-14
572,1.0530583613913191e-14
573,1.0895766904978949e-14
574,1.0565516978457965e-14
575,1.0633207609284e-14
576,1.0486803629126214e-14
577,1.0357317521936932e-14
578,1.0425348910194676e-14
579,1.044473183119356e-14
580,1.050105237875383e-14
581,1.0312870778338286e-14
582,1.0475668637757682e-14
583,1.0430403914107628e-14
584,1.0421867638368047e-14
585,1.0437180954384715e-14
586,1.0225902497523386e-14
587,1.0330769533966035e-14
588,1.0372801091368808e-14
589,1.0136650519388797e-14
590,1.0171640735214407e-14
591,1.026502803113999e-14
592,1.015562208135947e-14
593,1.0230760248739813e-14
594,1.0114565870245089e-14
595,1.011679063607867e-14
596,9.997048274230481e-15
597,1.0170032748905957e-14
598,1.0115706239432208e-14
599,1.0147235743063068e-14
600,1.0106096978145632e-14
601,9.892990758634837e-15
602,9.897484535207278e-15
603,1.0017440778144337e-14
604,9.768483627673326e-15
605,9.816465359072317e-15
606,9.879203336984038e-15
607,9.931758774787746e-15
608,9.805029686270722e-15
609,9.85769199105354e-15
610,9.866149082877301e-15
611,9.783444903155248e-15
612,9.807868748215515e-15
613,9.635510426611376e-15
614,9.689455640037182e-15
615,9.769768421099894e-15
616,9.743336779104247e-15
617,9.700342031291868e-15
618,9.661874396444457e-15
619,9.472075916510742e-15
620,9.492933399223772e-15
621,9.655331117973463e-15
622,9.543075604141374e-15
623,9.382894814099741e-15
624,9.415640811263255e-15
625,9.535312407521249e-15
626,9.6466569572694e-15
627,9.446494829679691e-15
628,9.365491120203849e-15
629,9.545861851550692e-15
630,9.487053205694788e-15
631,9.41144825611107e-15
632,9.364587143088364e-15
633,9.354602557867607e-15
634,9.363637095524251e-15
635,9.510888484577225e-15
636,9.294055751873426e-15
637,9.197561307598318e-15
638,9.345864925933246e-15
639,9.261469930905264e-15
640,9.289675536779293e-15
641,9.176456732227059e-15
642,9.266495501111754e-15
643,9.447847148327684e-15
644,9.170619776540256e-15
645,9.191972102945805e-15
646,9.058925517484536e-15
647,9.246739166935078e-15
648,9.080566510595457e-15
649,9.159674746954486e-15
650,9.07961178130413e-15
651,8.909564157408429e-15
652,9.138136665089698e-15
653,9.084702947449926e-15
654,8.995749208492403e-15
655,8.969935385215372e-15
656,9.052031551184355e-15
657,8.718323614402125e-15
658,8.968891182320794e-15
659,8.877818865289316e-15
660,8.768472825740393e-15
661,8.935557110524551e-15
662,8.73011782791399e-15
663,8.784479023443261e-15
664,8.739592891892196e-15
665,8.832194285487955e-15
666,8.895282623298938e-15
667,8.753820385491905e-15
668,8.763108566596525e-15
669,8.657126925195622e-15
670,8.863548771978764e-15
671,8.793071022160194e-15
672,8.701042829289511e-15
673,8.514960060353791e-15
674,8.628905542258949e-15
675,8.690802214905845e-15
676,8.60750164527078e-15
677,8.620083455577833e-15
678,8.460178527979469e-15
679,8.473375867436745e-15
680,8.5633937250008e-15
681,8.632754329813718e-15
682,8.450437833992112e-15
683,8.390820061145185e-15
684,8.380656887885051e-15
685,8.553743961817976e-15
686,8.606197270567233e-15
687,8.530184505049482e-15
688,8.435752668562221e-15
689,8.401541581704182e-15
690,8.373330603215563e-15
691,8.475289061362483e-15
692,8.538611525377034e-15
693,8.378536784689532e-15
694,8.205498203836436e-15
695,8.367518575147461e-15
696,8.300971975948076e-15
697,8.37091070065737e-15
698,8.337086375970159e-15
699,8.372318778853644e-15
700,8.235445151857753e-15
701,8.326524913013365e-15
702,8.14698987003412e-15
703,8.408846753003574e-15
704,8.309078628226817e-15
705,8.088389280383145e-15
706,8.153664189648446e-15
707,8.109815826561693e-15
708,7.91959659009382e-15
709,8.007537536289115e-15
710,8.037700824904183e-15
711,8.144817792699036e-15
712,8.003346318158471e-15
713,8.181915359756378e-15
714,8.069674058388792e-15
715,7.890980236083623e-15
716,8.117489926976244e-15
717,8.02231629402549e-15
718,8.000543566800897e-15
719,8.187553326330427e-15
720,8.01484183386305e-15
721,7.970925635154485e-15
722,7.912402669379347e-15
723,7.943458202217274e-15
724,8.016968326811224e-15
725,7.79686364971311e-15
726,7.888684285315844e-15
727,7.941074528328731e-15
728,7.994845553037172e-15
729,8.020827862015706e-15
730,7.8703697170669e-15
731,7.794119148624043e-15
732,7.893617780209082e-15
733,7.776275540414855e-15
734,7.829224515884488e-15
735,7.750299598031001e-15
736,7.617563211591729e-15
737,7.817992322592685e-15
738,7.765790282313445e-15
739,7.781974446379643e-15
740,7.68914550972014e-15
741,7.695003312099407e-15
742,7.565493370839443e-15
743,7.785041779425612e-15
744,7.48527832195849e-15
745,7.65539520028982e-15
746,7.759527769144087e-15
747,7.61226342654625e-15
748,7.729679187317966e-15
749,7.577579079609408e-15
750,7.541831661148358e-15
751,7.560217610368496e-15
752,7.63058708557937e-15
753,7.66338155665382e-15
754,7.611932720756607e-15
755,7.668944843873423e-15
756,7.520332324518741e-15
757,7.404479149194038e-15
758,7.531144634647203e-15
759,7.509731141943211e-15
760,7.533061351199365e-15
761,7.60962395012135e-15
762,7.477814584674014e-15
763,7.359831124581875e-15
764,7.469963811248365e-15
765,7.460609167271724e-15
766,7.379099775525772e-15
767,7.397450456159472e-15
768,7.435428482719056e-15
769,7.469832548253638e-15
770,7.281477118554183e-15
771,7.41632355853394e-15
772,7.176413235936648e-15
773,7.290591133906681e-15
774,7.300158382329955e-15
775,7.304772398131611e-15
776,7.268384021478403e-15
777,7.258153869143021e-15
778,7.247757972401036e-15
779,7.367045882346249e-15
780,7.284530764747818e-15
781,7.220224437142356e-15
782,7.199034178462006e-15
783,7.106178971823238e-15
784,7.17585243179626e-15
785,7.180028127395628e-15
786,7.208224320775682e-15
787,7.17720747965132e-15
788,7.0909488915222065e-15
789,7.20320611768318e-15
790,7.143273179018596e-15
791,7.128667736259061e-15
792,7.133728688566335e-15
793,7.068300900531861e-15
794,7.148087389197172e-15
795,7.0571203047603004e-15
796,7.002259114149771e-15
797,7.033866666246089e-15
798,7.117309665572792e-15
799,6.986659071845688e-15
800,6.865042199124454e-15
801,7.0890839171866645e-15
802,7.004816460517039e-15
803,6.91198386266655e-15
804,7.003401278846981e-15
805,6.9875128729544065e-15
806,7.01306423914899e-15
807,6.97560259741202e-15
808,6.9721092862661365e-15
809,6.901559908498579e-15
810,7.039728878145576e-15
811,6.9876333549946165e-15
812,6.860581069398632e-15
813,7.000827101884937e-15
814,6.834399346666865e-15
815,7.022965079653507e-15
816,6.936558846240942e-15
817,6.833674788854383e-15
818,6.921851099039541e-15
819,6.783733373903091e-15
820,6.84057025188765e-15
821,6.833594690383069e-15
822,6.816455956611715e-15
823,6.8012852528454124e-15
824,6.741513957547243e-15
825,6.754252131739086e-15
826,6.880276565797728e-15
827,6.842464696873637e-15
828,6.666277226733734e-15
829,6.7777786403097964e-15
830,6.7175865085130865e-15
831,6.718438861585854e-15
832,6.682233113823672e-15
833,6.619767731063665e-15
834,6.788552048110021e-15
835,6.7651720500894914e-15
836,6.702585735408205e-15
837,6.54758893259745e-15
838,6.769669018581176e-15
839,6.7279557257505354e-15
840,6.654297977540885e-15
841,6.584282372948659e-15
842,6.515209883289793e-15
843,6.609965145510507e-15
844,6.517777196262812e-15
845,6.7866714481799796e-15
846,6.611355864141106e-15
847,6.631548785180614e-15
848,6.656753848647509e-15
849,6.525796893908071e-15
850,6.564690762303286e-15
851,6.558707629798967e-15
852,6.557934282746143e-15
853,6.599201444854779e-15
854,6.547599376717604e-15
855,6.5284565159562424e-15
856,6.553540092051661e-15
857,6.397501950607883e-15
858,6.390211768815199e-15
859,6.483110426955013e-15
860,6.414680414758894e-15
861,6.4076012193189496e-15
862,6.548060327602095e-15
863,6.434551593197071e-15
864,6.400954812759368e-15
865,6.466768323328632e-15
866,6.308041360704129e-15
867,6.39105870197836e-15
868,6.3814048340170594e-15
869,6.318720381452042e-15
870,6.295925548801062e-15
871,6.415728121387574e-15
872,6.3076437414269005e-15
873,6.4039878556064484e-15
874,6.319490276405028e-15
875,6.287084649140851e-15
876,6.4082314017686216e-15
877,6.232157382447066e-15
878,6.268612979906493e-15
879,6.18924387945215e-15
880,6.338381684428816e-15
881,6.306910714422118e-15
882,6.274314132359511e-15
883,6.264612486022328e-15
884,6.3606125148363636e-15
885,6.209512030176258e-15
886,6.258214618077016e-15
887,6.206896435790971e-15
888,6.248085320370671e-15
889,6.2345940385798976e-15
890,6.261109284100012e-15
891,6.22958990778573e-15
892,6.235719760397521e-15
893,6.237484159444219e-15
894,6.272103211594459e-15
895,6.1174167867273274e-15
896,6.3271187475244294e-15
897,6.118721791369792e-15
898,6.187792491629651e-15
899,6.2222380836415376e-15
900,6.2379242888159255e-15
901,6.026174290944303e-15
902,6.112791744692953e-15
903,6.1811241121249655e-15
904,6.14406444943527e-15
905,6.154315321994199e-15
906,6.218465417116098e-15
907,6.089789992857757e-15
908,6.039372739449618e-15
909,6.057013365566297e-15
910,5.986785350777512e-15
911,6.103548118038596e-15
912,6.077435670232428e-15
913,6.0059784793753595e-15
914,6.0971670805686024e-15
915,6.051243124904317e-15
916,6.051146359886203e-15
917,6.0969124752615116e-15
918,5.9677005144449214e-15
919,6.088645532460878e-15
920,6.01475753776465e-15
921,5.905601247473602e-15
922,6.072216588815999e-15
923,5.9787500144376396e-15
924,6.079320881168197e-15
925,5.969812379258034e-15
926,6.025999587834262e-15
927,5.907495556226304e-15
928,5.915518050525689e-15
929,5.8908013109954446e-15
930,5.928665359096836e-15
931,5.8448697504928976e-15
932,5.801750938460212e-15
933,5.96730099378186e-15
934,6.003196487808789e-15
935,5.8047838340821695e-15
936,5.968860343961186e-15
937,5.810971842279646e-15
938,5.843434170693695e-15
939,5.86272659037191e-15
940,5.818885892017152e-15
941,5.859507818654997e-15
942,5.895487313774159e-15
943,5.8487390412530864e-15
944,5.91153526314452e-15
945,5.910410541262497e-15
946,5.761371350286875e-15
947,5.905400672243215e-15
948,5.715706258812648e-15
949,5.719170261136068e-15
950,5.815268534253085e-15
951,5.8714863820077916e-15
952,5.736427213648881e-15
953,5.753083599969499e-15
954,5.8185066789006574e-15
955,5.760681270093145e-15
956,5.833375349529955e-15
957,5.839866207557692e-15
958,5.693094421699986e-15
959,5.770433919329824e-15
960,5.749270510703172e-15
961,5.691184556716468e-15
962,5.6656890859841846e-15
963,5.705319004844407e-15
964,5.633654281613499e-15
965,5.5922546987278806e-15
966,5.575013659256211e-15
967,5.617309965505469e-15
968,5.619048517563514e-15
969,5.578876276753797e-15
970,5.587779784618511e-15
971,5.6492831880105105e-15
972,5.669997709613965e-15
973,5.664701486093979e-15
974,5.634428951543657e-15
975,5.647631810002197e-15
976,5.632616831707286e-15
977,5.625057741599691e-15
978,5.5748702527321525e-15
979,5.62235139972849e-15
980,5.660956942384694e-15
981,5.6042730966365354e-15
982,5.423718700279349e-15
983,5.48334706518637e-15
984,5.501740108019657e-15
985,5.4545180081493896e-15
986,5.5745196520190246e-15
987,5.50164168901238e-15
988,5.4550910864977564e-15
989,5.625253085951643e-15
990,5.630589478009751e-15
991,5.477859271363451e-15
992,5.5993473559611555e-15
993,5.422807541579372e-15
994,5.456029191983612e-15
995,5.4297126425356734e-15
996,5.4568648392866504e-15
997,5.533229315059697e-15
998,5.4600651051557224e-15
999,5.4069292843198605e-15
1000,5.54817638393172e-15
1001,5.369404932968092e-15
1002,5.4550327326009084e-15
1003,5.38848150713238e-15
1004,5.325657425642925e-15
1005,5.420051559348419e-15
1006,5.3764673580215645e-15
1007,5.411415652282024e-15
1008,5.429376779436515e-15
1009,5.36946919153278e-15
1010,5.356410372191026e-15
1011,5.2996691884315455e-15
1012,5.470829873956093e-15
1013,5.398440500513044e-15
1014,5.3646440156852965e-15
1015,5.302454309153485e-15
1016,5.353374230245465e-15
1017,5.404506944023443e-15
1018,5.380003249294069e-15
1019,5.481632079373365e-15
1020,5.278469494977969e-15
1021,5.3507601839484304e-15
1022,5.3121498787692304e-15
1023,5.302443078940889e-15
1024,5.3470699055475345e-15
1025,5.352472266668815e-15
1026,5.351157426973706e-15
1027,5.27202166699285e-15
1028,5.322142224267652e-15
1029,5.2902518003612344e-15
1030,5.208377027766188e-15
1031,5.320533327103452e-15
1032,5.2921347317591955e-15
1033,5.267804799551043e-15
1034,5.3005717637448944e-15
1035,5.301453192240918e-15
1036,5.301690377233199e-15
1037,5.20654926207331e-15
1038,5.218265599945027e-15
1039,5.288559929422826e-15
1040,5.191679085547448e-15
1041,5.266928838185589e-15
1042,5.249393648550163e-15
